m,TagName,
"2020-12-01 00:00:00","assembly","318"
"2020-12-01 00:00:00","c#","6532"
"2020-12-01 00:00:00","c","2798"
"2020-12-01 00:00:00","c++","4866"
"2020-12-01 00:00:00","java","9417"
"2020-12-01 00:00:00","python","25680"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5605"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4956"
"2020-12-01 00:00:00","swift","2456"
"2021-01-01 00:00:00","java","9694"
"2021-01-01 00:00:00","javascript","19793"
"2021-01-01 00:00:00","c++","4578"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","338"
"2021-01-01 00:00:00","c","2773"
"2021-01-01 00:00:00","python","26728"
"2021-01-01 00:00:00","c#","7014"
"2021-01-01 00:00:00","r","5031"
"2021-01-01 00:00:00","php","5780"
"2021-01-01 00:00:00","ruby","591"
"2021-01-01 00:00:00","go","609"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2794"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18147"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9285"
"2021-02-01 00:00:00","assembly","257"
"2021-02-01 00:00:00","c#","6651"
"2021-02-01 00:00:00","r","4995"
"2021-02-01 00:00:00","c","2370"
"2021-02-01 00:00:00","python","25237"
"2021-02-01 00:00:00","php","5335"
"2021-02-01 00:00:00","c++","4501"
"2021-02-01 00:00:00","go","631"
"2021-02-01 00:00:00","ruby","605"
"2021-02-01 00:00:00","swift","2751"
"2021-03-01 00:00:00","assembly","352"
"2021-03-01 00:00:00","c++","4911"
"2021-03-01 00:00:00","c","2733"
"2021-03-01 00:00:00","c#","7594"
"2021-03-01 00:00:00","delphi","273"
"2021-03-01 00:00:00","javascript","20423"
"2021-03-01 00:00:00","java","10787"
"2021-03-01 00:00:00","go","854"
"2021-03-01 00:00:00","php","5923"
"2021-03-01 00:00:00","ruby","576"
"2021-03-01 00:00:00","python","29065"
"2021-03-01 00:00:00","swift","2971"
"2021-03-01 00:00:00","perl","155"
"2021-03-01 00:00:00","r","6065"
